id,grupo,alimento,cantidad,unidad,peso_bruto_g,peso_neto_g,kcal,prot_g,lip_g,hc_g,agsat_g,agmono_g,agpoli_g,colest_mg,azucar_g,fibra_g,vita_ug,ac_ascorbico_mg,ac_folico_ug,calcio_mg,hierro_mg,potasio_mg,sodio_mg,fosforo_mg,etanol_g,ig,cg
milanesa-de-cerdo,AOA BAG,Milanesa de cerdo,40,gramos,40,40,56,7.9,2.5,0,0.9,1,0.2,26,0,0,0.4,0,1.6,2.4,0.5,13.6,32.8,0,0,,
milanesa-de-ternera,AOA BAG,Milanesa de ternera,35,gramos,35,35,55,6.9,2.8,0,1.2,2,0.1,31.5,0,0,0,0,0,3.9,1.1,112,31.5,0,0,,
molida-de-cerdo,AOA BAG,Molida de cerdo,40,gramos,40,40,56,7.9,2.5,0,0.9,1,0.2,26,0,0,0.4,0,1.6,2.4,0.5,13.6,32.8,0,0,,
molida-de-pavo,AOA BAG,Molida de pavo,35,gramos,35,35,52,6.9,2.7,0,0.7,0.9,0.8,24.2,0,0,7,0,,6.7,0.4,,20.3,,0,,
molida-de-res,AOA BAG,Molida de res,30,gramos,30,30,54,6.2,3,0,1.5,1.2,0,19.5,0,0,1.8,0,0,3.6,0.9,106.5,19.5,0,0,,
molida-de-sirloin,AOA BAG,Molida de sirloin,25,gramos,25,25,51,7.6,2,0,0.8,0.9,0.1,22.3,0,0,0,0,2.5,2.8,0.8,100.8,16.5,61,0,,
molida-especial,AOA BAG,Molida especial,30,gramos,30,30,54,6.2,3,0,1.5,1.2,0,19.5,0,0,1.8,0,0,3.6,0.9,106.5,19.5,0,0,,
molida-regular-de-res-10-grasa,AOA BAG,Molida regular de res (10% grasa),30,gramos,30,30,54,6.2,3,0,1.5,1.2,0,19.5,0,0,1.8,0,0,3.6,0.9,106.5,19.5,0,0,,
muslo-de-pollo-crudo-sin-piel,AOA BAG,Muslo de pollo crudo sin piel,0.5,pieza,60,45,54,8.8,1.8,0,0.5,0.5,0.4,37.4,0,0,9,0,4.5,4.5,0.5,104,38.7,75.6,0,,
ostion-cocido,AOA BAG,Ostión cocido,35,gramos,35,35,57,6.6,1.6,3.5,0.4,0.2,0.6,35,0,0,51.1,4.5,5.3,5.8,3.2,105.8,74.1,85.2,0,,
ostion-crudo,AOA BAG,Ostión crudo,75,gramos,75,75,61,7.1,1.7,3.7,0.4,0.3,0.7,37.5,0,0,60.9,6,7.5,6.2,3.8,126.2,79.4,121.8,0,,
ostion-cultivado,AOA BAG,Ostión cultivado,9,pieza,126,126,75,6.6,2,6.9,0.6,0.2,0.8,31.5,0,0,10.5,6,22.5,55.5,7.3,156,225,117,0,,
ostion-cultivado-cocido,AOA BAG,Ostión cultivado cocido,9,pieza,88,88,70,6.1,1.9,6.4,0.6,0.1,0.6,32.9,0,0,16.4,6,20.9,49.3,6.8,134.5,143.5,101.7,0,,
ostion-en-jugo,AOA BAG,Ostión en jugo,70,gramos,70,70,57,6.6,1.6,3.5,0.3,0.2,0.7,35,0,0,56.8,5.6,7,5.8,3.6,117.8,74.1,113.6,0,,
ostion-enlatado,AOA BAG,Ostión enlatado,100,gramos,100,100,69,7.1,2.5,3.9,0.6,0.2,0.7,55.3,0,0,90.6,4.7,9.4,44.7,6.7,229.4,111.8,138.8,0,,
pampano,AOA BAG,Pámpano,65,gramos,65,33,55,6.2,3.1,0,1.1,0.8,0.4,16.3,0,0,0,0,0,5.5,0,62.1,15.3,0,0,,
pampano-cocido,AOA BAG,Pámpano cocido,25,gramos,25,25,53,5.9,3,0,1.1,0.8,0.4,15.9,0,0,9.1,0,4.4,10.9,0.2,159.1,19.1,85.3,0,,
pampano-fileteado,AOA BAG,Pámpano Fileteado,35,gramos,35,35,60,6.7,3.3,0,1.2,0.9,0.4,17.5,0,0,0,0,0,6,0,66.9,16.5,0,0,,
pancita-de-puerco,AOA BAG,Pancita de puerco,35,gramos,35,35,55,5.8,3.4,0,1.2,1.5,0.4,67.6,0,0,0,0,0.7,3.5,0.8,70.4,18.2,54.3,0,,
pasta-de-anchoas,AOA BAG,Pasta de anchoas,4,cdita,28,28,56,5.6,3.2,1.2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,,
pasta-de-camaron,AOA BAG,Pasta de camarón,30,gramos,30,30,54,6.2,2.8,0.5,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,0,,
pasta-de-langosta,AOA BAG,Pasta de langosta,4,cdita,28,28,52,6,2.8,0.4,0,0,0,0,0,0,0,0,0,20,0.4,0,0,52,0,,
pastrami-de-pavo,AOA BAG,Pastrami de pavo,2,reb,42,42,59,7.7,2.6,0.7,0.7,0.9,0.7,22.8,0,0,0,0,2.2,3.7,0.7,109.1,439.2,84,0,,
pato-de-crianza,AOA BAG,Pato de crianza,60,gramos,60,39,51,7.1,2.3,0,0.9,0.6,0.3,30,0,0,9.4,2.3,9.8,4.3,0.9,105.7,28.9,79.2,0,,
pavo,AOA BAG,Pavo,45,gramos,45,36,57,7.3,2.8,0,0.8,0.8,0.7,26,0,0,0.7,0,2.8,5.3,0.5,94.6,23.1,0,0,,
pavo-entero,AOA BAG,Pavo entero,45,gramos,45,36,57,7.3,2.8,0,0.8,0.8,0.7,26,0,0,0.7,0,2.8,5.3,0.5,94.6,23.1,0,0,,
pechuga-de-pollo-sin-piel-2,AOA BAG,Pechuga de pollo sin piel,35,gramos,35,30,55,6,3.3,0,1,0.2,0.6,19.9,0,0,11.6,0,1.2,3.3,0.2,60.7,19.3,0,0,,
pescado-blanco,AOA BAG,Pescado blanco,75,gramos,75,39,52,7.4,2.3,0,0.4,0.8,0.8,23.4,0,0,14.2,0,6,10.1,0.1,123.9,19.7,105.5,0,,
pescado-blanco-cocido,AOA BAG,Pescado blanco cocido,30,gramos,30,30,52,7.3,2.3,0,0.4,0.8,0.8,22.9,0,0,11.6,0,4.9,9.9,0.1,121.8,19.4,103.8,0,,
pescado-blanco-fileteado,AOA BAG,Pescado blanco Fileteado,35,gramos,35,35,47,6.7,2.1,0,0.3,0.7,0.8,21,0,0,12.6,0,5.3,9.1,0.1,111,17.9,94.5,0,,
pescuezo-de-pollo-sin-piel,AOA BAG,Pescuezo de pollo sin piel,125,pieza,125,38,58,6.6,3.3,0,0.8,1,0.8,31.1,0,0,16.5,1,3,10.1,0.8,65.6,30.4,42.4,0,,
pescuezo-de-res,AOA BAG,Pescuezo de res,50,gramos,50,33,50,6.7,2.4,0,0.8,0.9,0.1,19.8,0,0,37.7,0,2.3,1.6,0.6,106.6,25.4,0,0,,
pierna-de-carnero,AOA BAG,Pierna de carnero,50,gramos,50,40,54,7.6,2.4,0,1.6,0.8,0,26,0,0,0,0,0,2.8,0.9,118,30,0,0,,
pierna-de-cerdo,AOA BAG,Pierna de cerdo,40,gramos,40,40,56,7.9,2.5,0,0.9,1,0.2,26,0,0,0.4,0,1.6,2.4,0.5,13.6,32.8,0,0,,
pierna-de-cordero,AOA BAG,Pierna de cordero,30,gramos,30,26,49,7.2,2,0,0.7,0.9,0.1,22.7,0,0,0,0,5.9,2,0.5,86.2,17.3,52.5,0,,
pierna-de-pollo-sin-piel-cocida,AOA BAG,Pierna de pollo sin piel cocida,0.25,pieza,45,26,47,6.7,2.1,0,0.6,0.8,0.5,22.8,0,0,4.6,0,2.1,2.8,0.4,48.7,20,38.2,0,,
pierna-de-pollo-sin-piel-cruda,AOA BAG,Pierna de pollo sin piel cruda,0.33,pieza,76,43,52,8.7,1.6,0,0.4,0.5,0.4,34.6,0,0,7.8,0,4.3,4.8,0.4,99.1,37.2,72.2,0,,
pierna-de-puerco,AOA BAG,Pierna de puerco,40,gramos,40,40,56,7.9,2.5,0,0.9,1,0.2,26,0,0,0.4,0,1.6,2.4,0.5,13.6,32.8,0,0,,
pulpa-de-cerdo,AOA BAG,Pulpa de cerdo,40,gramos,40,40,56,7.9,2.5,0,0.9,1,0.2,26,0,0,0.4,0,1.6,2.4,0.5,13.6,32.8,0,0,,
pulpa-de-ternera,AOA BAG,Pulpa de ternera,40,gramos,40,38,59,7.5,3,0,1.3,2.1,0.1,34.2,0,0,0,0,0,4.2,1.1,121.6,34.2,0,0,,
queso-cheddar-bajo-en-grasa,AOA BAG,Queso Cheddar bajo en grasa,30,gramos,30,30,53,7.4,2.1,0.5,1.3,0.6,0.1,6.4,0,0,19.3,0,3.2,126.4,0.1,20.4,186.4,146.8,0,,
queso-cottage-cremos,AOA BAG,Queso Cottage cremos,3,cda,54,54,56,6.8,2.5,1.5,1.5,0.8,0,7.7,0.4,0,25.1,0,5.8,32.8,0.1,46.3,217.9,71.4,0,,
queso-de-soya,AOA BAG,Queso de soya,2,reb,56,56,84,7,4.6,3.8,0.6,1,2.6,0,0.8,0,2,0,,106,0,,12,,0,,
queso-fresco,AOA BAG,Queso fresco,40,gramos,40,40,58,6.1,2.8,2,0,0,0,0,0,0,28,0,0,273.6,0.1,0,0,0,0,,
queso-fresco-de-cabra,AOA BAG,Queso fresco de cabra,30,gramos,30,30,52,7.1,1.5,2.6,1.1,0.4,0.1,7.8,,,12,0,,260.1,1.7,,,,0,,
queso-fresco-de-vaca,AOA BAG,Queso fresco de vaca,40,gramos,40,40,58,6.1,2.8,2,0,0,0,0,0,0,28,0,0,273.6,0.1,0,0,0,0,,
queso-oaxaca-lala-light,AOA BAG,Queso Oaxaca Lala Light,30,gramos,30,30,64,7.8,3.3,0.8,,,,,,,,,,230,,,190,,0,,
queso-panela,AOA BAG,Queso Panela,40,gramos,40,40,58,6.1,2.8,2,0,0,0,0,0,0,28,0,0,273.6,0.1,0,0,0,0,,
queso-panela-lala-ligh,AOA BAG,Queso Panela Lala Ligh,30,gramos,30,30,52,5.7,2.7,1.2,,,,,,,,,,200,,,180,,0,,
queso-ricota-reducido-en-grasa,AOA BAG,Queso Ricota reducido en grasa*,3,cda,45,45,62,5.1,3.6,2.3,2.2,1.1,0.1,13.8,0.1,0,48.3,0,,122.3,0,,56.3,,0,,
recorte-de-cerdo-cocido,AOA BAG,Recorte de cerdo cocido,25,gramos,25,25,59,6.5,3.4,0,1.2,1.4,0.3,20.8,0,0,0.5,0,,5,0.2,,13.8,,0,,
retazo-de-carnero,AOA BAG,Retazo de carnero,500,gramos,500,50,56,7.1,2.8,0,1.5,1,0,32.5,0,0,0,0,0,8.5,1.1,147.5,37.5,0,0,,
rib-eye-sin-grasa,AOA BAG,Rib Eye sin grasa,25,gramos,25,25,56,7,2.9,0,1.2,1.2,0.1,20,0,0,0,0,20,3.3,0.6,98.5,17.3,52,0,,
salmon,AOA BAG,Salmón,30,gramos,30,30,55,6,3.2,0,0.7,1.2,1.2,17.6,0,0,4.6,1.1,7.8,3.5,0.1,108.7,17.6,69.9,0,,
salmon-cocido,AOA BAG,Salmón cocido,30,gramos,30,30,55,6,3.2,0,0.7,1.2,1.2,17.6,0,0,4.6,1.1,7.8,3.5,0.1,108.7,17.6,69.9,0,,
salmon-fresco,AOA BAG,Salmón fresco,30,gramos,30,30,55,6,3.2,0,0.7,1.2,1.2,17.6,0,0,4.6,1.1,7.8,3.5,0.1,108.7,17.6,69.9,0,,
short-loin,AOA BAG,Short Loin,25,gramos,25,25,54,7.2,2.6,0,1,1,0.1,19,0,0,0,0,2,2,0.6,99,17,54.5,0,,
sierra-ahumada,AOA BAG,Sierra ahumada,30,gramos,30,30,51,7.3,2.2,0,0.6,0.6,0.7,20.5,0,0,25.8,1.1,7.1,25.8,0.1,132.4,12.7,79.8,0,,
sirloin,AOA BAG,Sirloin,25,gramos,25,25,51,7.6,2,0,0.8,0.9,0.1,22.3,0,0,0,0,2.5,2.8,8,100.8,16.5,61,0,,
sustituto-de-huevo-en-polvo,AOA BAG,Sustituto de huevo en polvo,3,cda,15,15,67,8.3,2,3.3,0.6,0.8,0.3,85.8,3.3,0,55.4,0.1,18.8,48.9,0.5,111.6,120,71.7,0,,
susituto-de-huevo-liquido,AOA BAG,Susituto de huevo liquido,4,cda,60,60,51,7.1,2,0.4,0.4,0.5,1,0,0,0,130.2,0,8.9,31.9,3,197.9,106,72.8,0,,
t-bone-sin-grasa,AOA BAG,T-bone sin grasa,30,gramos,30,24,49,6.4,2.4,0,0.9,1.1,0.1,14.2,0,0,0,0,1.9,1.4,0.8,90.7,17,51.6,0,,
ternera,AOA BAG,Ternera,35,gramos,35,35,55,6.9,2.8,0,1.2,2,0.1,31.5,0,0,0,0,0,3.9,1.1,112,31.5,0,0,,
ternera-en-canal,AOA BAG,Ternera en canal,40,gramos,40,38,59,7.5,3,0,1.3,2.1,0.1,34.2,0,0,0,0,0,4.2,1.1,121.6,34.2,0,0,,
tofu-firme,AOA BAG,"Tofu, firme",40,gramos,40,40,58,6.3,3.5,1.7,0,0,0,0,0,0.9,,,,,,,,,0,,
trucha,AOA BAG,Trucha,70,gramos,70,32,54,5.9,3.2,0,0.5,1.2,1.1,15.5,0,0,0,0,4.2,3.9,0.3,122.4,22.5,0,0,,
trucha-ahumada,AOA BAG,Trucha ahumada,30,gramos,30,30,51,7.3,2.2,0,0.6,0.6,0.7,20.5,0,0,25.8,1.1,7.1,25.8,0.1,1324,12.7,79.8,0,,
trucha-cocida,AOA BAG,Trucha cocida,30,gramos,30,30,51,7.3,2.2,0,0.6,0.6,0.7,20.5,0,0,25.8,1.1,7.1,25.8,0.1,132.4,12.7,79.8,0,,
trucha-fileteada,AOA BAG,Trucha Fileteada,35,gramos,35,35,59,6.4,3.5,0,0.6,1.3,1.2,16.8,0,0,0,0,4.6,4.2,0.4,133,24.5,0,0,,
anguila,AOA MAG,Anguila,40,gramos,40,40,74,7.4,4.7,0,0.9,2.9,0.4,50.4,0,0,417.2,0.7,,8,0.2,,20.4,,0,,
arenque-marinado,AOA MAG,Arenque marinado,0.25,filete,46,46,73,8.3,4.2,0,0.9,1.7,1,27.6,0,0,12.9,0.3,4.6,26.2,0.5,150.4,41.4,108.6,0,,
bistec-de-bola,AOA MAG,Bistec de bola,25,gramos,25,25,71,7.2,4.5,0,1.7,2,0.2,24,0,0,0,0,2.5,1.5,0.8,70.5,12.5,61.3,0,,
bola-de-res,AOA MAG,Bola de res,25,gramos,25,25,71,7.2,4.5,0,1.7,2,0.2,24,0,0,0,0,2.5,1.5,0.8,70.5,12.5,61.3,0,,
boquerones-fritos,AOA MAG,Boquerones (fritos),40,gramos,40,40,70,7.7,4.1,0.1,0,0,0,0,0,0,0,0,0,67.2,0,0,0,0,0,,
carne-de-suadero,AOA MAG,Carne de suadero,29,gramos,29,29,76,7.8,4.8,0,2,2,0.1,20.9,0,0,0,0,2.6,1.7,1,97.7,20.3,74.2,0,,
carne-deshebrada,AOA MAG,Carne deshebrada,30,gramos,30,30,75,7.4,4.8,0,1.9,2.1,0.2,24.6,0,0,0,0,2.7,2.1,0.7,67.2,14.7,37.2,0,,
carne-molida-extra-magra-cocida,AOA MAG,Carne molida extra magra cocida,30,gramos,30,30,75,7.4,4.8,0,1.9,2.1,0.2,24.6,0,0,0,0,2.7,2.1,0.7,67.2,14.7,37.2,0,,
carne-molida-extra-magra-salteada,AOA MAG,Carne molida extra magra salteada,30,gramos,30,30,77,7.5,4.9,0,2,2.2,0.2,24.3,0,0,0,0,2.7,2.1,0.7,93.6,21,48,0,,
caviar,AOA MAG,Caviar,5,cdita,27,27,67,6.6,4.8,1.1,1.1,1.2,2,156.6,0,0,72.2,0,13.3,73.3,3.2,48.3,399.8,94.9,0,,
caviar-negro,AOA MAG,Caviar negro,5,cdita,27,27,67,6.6,4.8,1.1,1.1,1.2,2,156.6,0,0,72.2,0,13.3,73.3,3.2,48.3,399.8,94.9,0,,
caviar-rojo,AOA MAG,Caviar rojo,5,cdita,27,27,67,6.6,4.8,1.1,1.1,1.2,2,156.6,0,0,72.2,0,13.3,73.3,3.2,48.3,399.8,94.9,0,,
chicharron,AOA MAG,Chicharrón,12,gramos,12,12,72,6.9,4.7,0,1.7,1.6,0.4,8.9,0,0,0,0,0,7.3,0.3,0,0,0,0,,
chicharron-de-cerdo,AOA MAG,Chicharrón de cerdo,12,gramos,12,12,72,6.9,4.7,0,1.7,1.6,0.4,8.9,0,0,0,0,0,7.3,0.3,0,0,0,0,,
chicharron-de-puerco,AOA MAG,Chicharrón de puerco,12,gramos,12,12,72,6.9,4.7,0,1.7,1.6,0.4,8.9,0,0,0,0,0,7.3,0.3,0,0,0,0,,
costillar-de-cerdo,AOA MAG,Costillar de cerdo,50,gramos,50,33,69,6.5,4.6,0,1.6,2,0.5,19.5,0,0,0.7,0.1,2,1.6,0.2,124.8,13.7,62.7,0,,
costillitas-de-cerdo,AOA MAG,Costillitas de cerdo,50,gramos,50,33,69,6.5,4.6,0,1.6,2,0.5,19.5,0,0,0.7,0.1,2,1.6,0.2,124.8,13.7,62.7,0,,
dedos-mozzarella,AOA MAG,Dedos Mozzarella,1,pieza,24,24,78,3.5,4.4,6,1.6,1.1,1.2,8.6,0.6,0.5,23.8,0,,80.2,0.1,,206.6,,0,,
escamol,AOA MAG,Escamol,15,gramos,15,15,86,6.5,5.1,3.4,,,,,0,0.3,,,,2.6,0,0.5,0.1,,0,,
filete-de-salmon,AOA MAG,Filete de salmón,30,gramos,30,30,55,6,3.2,0,0.7,1.2,1.2,17.6,0,0,4.6,1.1,7.8,3.5,0.1,108.7,17.6,69.9,0,,
gusano-blanco-de-maguey,AOA MAG,Gusano blanco de maguey,15,gramos,15,15,91,5.4,6.3,3.4,,,,,0,0.7,,,,1.9,0,0.6,0,,0,,
gusanos-de-maguey,AOA MAG,Gusanos de maguey,35,gramos,35,35,70,5.8,4.8,0,0,0,0,0,0,0,0,0,0,49.7,1.5,0,0,0,0,,
huevo-enriquecido-con-dha-omega-3-y-vitamina-e,AOA MAG,"Huevo ""enriquecido con DHA-Omega 3 y Vitamina E""",1,pieza,63,55,70,6,4.5,0.7,0,0,0,199.7,0,0,0,0,0,0,0,0,70,0,0,,
huevo-agra,AOA MAG,Huevo Agra,1,pieza,63,55,70,6,4.5,0.7,0,0,0,199.7,0,0,0,0,0,0,0,0,70,0,0,,
huevo-batido-o-revuelto-cocido,AOA MAG,Huevo batido o revuelto cocido,3,cda,41,41,69,4.6,5,0.9,1.5,2,0.9,144.7,0.7,0,57.5,0.1,12.3,29.2,0.5,56.7,115.1,69.9,0,,
huevo-blanco-cocido,AOA MAG,Huevo blanco cocido,1,pieza,50,44,68,5.5,4.7,0.5,1.4,1.8,0.6,186.6,0.5,0,73.9,0,19.4,22,0.5,55.4,54.6,75.7,0,,
huevo-cocido,AOA MAG,Huevo cocido,1,pieza,50,44,68,5.5,4.7,0.5,1.4,1.8,0.6,186.6,0.5,0,73.9,0,19.4,22,0.5,55.4,54.6,75.7,0,,
huevo-de-codorniz-fresco,AOA MAG,Huevo de codorniz fresco,6,pieza,54,50,78,6.5,5.5,0.2,1.8,2.1,0.7,419.5,0.2,0,77,0,32.8,31.8,1.8,65.6,70,112.3,0,,
huevo-deshidratado,AOA MAG,Huevo deshidratado,2.5,cda,13,13,76,6,5.4,0.2,1.7,2.1,0.9,203.8,0,0,62.5,0,14.9,29.5,0.5,67.5,60,78.6,0,,
huevo-en-polvo,AOA MAG,Huevo en polvo,2.5,cda,13,13,76,6,5.4,0.2,1.7,2.1,0.9,203.8,0,0,62.5,0,14.9,29.6,0.5,67.5,60,78.6,0,,
huevo-entero-cocido,AOA MAG,Huevo entero cocido,1,pieza,50,44,68,5.5,4.7,0.5,1.4,1.8,0.6,186.6,0.5,0,73.9,0,19.4,22,0.5,55.4,54.6,75.7,0,,
huevo-entero-fresco,AOA MAG,Huevo entero fresco,1,pieza,50,44,63,5.5,4.4,0.3,1.3,1.7,0.6,186.1,0.3,0,61.6,0,20.7,23.3,0.8,59,61.6,84,0,,
huevo-fresco,AOA MAG,Huevo fresco,1,pieza,50,44,63,5.5,4.4,0.3,1.3,1.7,0.6,186.1,0.3,0,61.6,0,20.7,23.3,0.8,59,61.6,84,0,,
huevo-pochado,AOA MAG,Huevo pochado,1,pieza,50,50,71,6.3,5,0.4,1.5,1.9,0.7,211,0.4,0,69.5,0,17.5,26.5,0.9,66.5,147,95,0,,
huevo-rojo-cocido,AOA MAG,Huevo rojo cocido,1,pieza,50,44,68,5.5,4.7,0.5,1.4,1.8,0.6,186.6,0.5,0,73.9,0,19.4,22,0.5,55.4,54.6,75.7,0,,
longaniza-de-primera,AOA MAG,Longaniza de primera,45,gramos,45,44,78,7.3,5.2,0,0,0,0,,0,0,6.6,0,0,17.6,2.1,0,0,0,0,,
macarela-cocida,AOA MAG,Macarela cocida,0.33,filete,29,29,76,6.9,5.2,0,1.2,2,1.3,21.9,0,0,15.7,0.1,0.3,4.4,0.5,116.5,24.1,80.6,0,,
macarela-fresca,AOA MAG,Macarela fresca,0.33,filete,37,37,76,6.9,5.1,0,1.2,2,1.2,25.9,0,0,18.7,0,0.4,4.3,0.6,116.1,33.5,80.4,0,,
muslo-de-pollo-con-piel-cocido-con-hueso,AOA MAG,Muslo de pollo con piel cocido con hueso,0.33,pieza,43,33,76,7.6,4.8,0,1.3,1.9,1.1,27.4,0,0,14.3,0,0,3.6,0.4,55.4,23.1,45.3,0,,
muslo-de-pollo-con-piel-crudo-con-hueso,AOA MAG,Muslo de pollo con piel crudo con hueso,0.33,pieza,43,34,72,5.9,5.2,0,1.5,2.2,1.1,28.5,0,0,13.9,0.8,2.7,3.4,0.3,65.1,25.8,49.1,0,,
orejas-de-cerdo,AOA MAG,Orejas de cerdo,0.25,pieza,28,28,66,6.3,4.3,0.2,1.5,1.9,0.5,23.2,0,0,0,0,0,5.9,0.7,15.5,54,11.6,0,,
pata-de-cerdo-cocida,AOA MAG,Pata de cerdo cocida,150,gramos,150,51,71,5.9,5.1,0,1.5,3.4,0.4,42.3,0,0,5.6,0,0.5,16.3,0.2,6.6,285.6,44.4,0,,
pata-de-cerdo-cocidas,AOA MAG,Pata de cerdo cocidas,150,gramos,150,51,71,5.9,5.1,0,1.5,3.4,0.4,42.3,0,0,5.6,0,0.5,16.3,0.2,6.6,285.6,44.4,0,,
patas-de-cerdo-en-escabeche,AOA MAG,Patas de cerdo en escabeche,150,gramos,150,51,71,5.9,5.1,0,1.5,3.4,0.4,42.3,0,0,5.6,0,0.5,16.3,0.2,6.6,285.6,44.4,0,,
patitas-de-cerdo-encurtidas-sin-hueso,AOA MAG,Patitas de cerdo encurtidas sin hueso,150,gramos,150,51,71,5.9,5.1,0,1.5,3.4,0.4,42.3,0,0,5.6,0,0.5,16.3,0.2,6.6,285.6,44.4,0,,
pecho-de-res,AOA MAG,Pecho de res,50,gramos,50,37,76,6.4,5.4,0,2.2,2.6,0.3,25.9,0,0,6.6,0,1.8,2.6,0.2,104.4,25.9,62.8,0,,
pierna-de-pollo-con-piel-cocida,AOA MAG,Pierna de pollo con piel cocida,0.33,pieza,63,36,79,8.7,4.6,0,1.3,1.8,1,30.2,0,0,12.9,0,0,4,0.5,63.2,26.2,49.9,0,,
pierna-y-muslo-de-pollo-con-piel,AOA MAG,Pierna y muslo de pollo con piel,0.2,pieza,61,40,74,7.2,4.8,0,1.4,1.9,1.1,32.9,0,0,14.3,1,4.4,4,0.4,78.5,31.3,59.1,0,,
queso-blanco,AOA MAG,Queso blanco,35,gramos,35,35,77,6,5.1,1.8,0,0,0,26.3,0,0,22.5,0,0,0,0,0,0,0,0,,
queso-de-soya-2,AOA MAG,Queso de soya,2,reb,56,56,84,7,4.6,3.8,0.6,1,2.6,0,0.8,0,2,0,,106,0,,12,,0,,
queso-holandes,AOA MAG,Queso Holandés,20,gramos,20,20,75,6.7,5.2,1.6,0,0,0,17,0,0,56.6,0,0,165.8,0.3,0,0,0,0,,
queso-monterrey-bajo-en-grasa,AOA MAG,Queso Monterrey bajo en grasa,1,reb,28,28,88,7.9,6,0.2,3.9,1.6,0.2,18,0.2,0,40,0,,197,0.2,,158,,0,,
queso-mozzarella-reducido-en-grasa,AOA MAG,Queso Mozzarella reducido en grasa,1,reb,28,28,71,6.8,4.5,0.8,2.8,1.3,0.1,17.9,0.3,0,35.6,0,2.5,219,0.1,23.5,173.3,129.6,0,,
queso-mozzarella-semidescremado,AOA MAG,Queso Mozzarella semidescremado,30,gramos,30,30,76,7.3,4.8,0.8,3,1.4,0.1,19.2,0.3,0,37.2,0,2.7,234.6,0.1,25.2,185.7,138.9,0,,
queso-muenster-bajo-en-grasa,AOA MAG,Queso Muenster bajo en grasa,1,reb,28,28,77,6.9,4.9,14.1,3.1,1.4,0.2,18,1,0,49,0,,148,0.1,,168,,0,,
queso-parmesano,AOA MAG,Queso Parmesano,3.5,cda,18,18,75,6.7,5,0.9,3,1.5,0.2,15.4,0.2,0,20.5,0,1.8,194.1,0.2,21.9,267.6,127.6,0,,
queso-parmesano-duro,AOA MAG,Queso Parmesano duro,20,gramos,20,20,78,7.2,5.2,0.6,3.3,1.5,0.1,13.6,0.2,0,21.2,0,1.4,236.8,0.2,18.4,320.4,138.8,0,,
queso-parmesano-en-trozo,AOA MAG,Queso Parmesano en trozo,20,gramos,20,20,78,7.2,5.2,0.6,3.3,1.5,0.1,13.6,0.2,0,21.2,0,1.4,236.8,0.2,18.4,320.4,138.8,0,,
queso-parmesano-rallado,AOA MAG,Queso Parmesano rallado,3.5,cda,18,18,75,6.7,5,0.9,3,1.5,0.2,15.4,0.2,0,20.5,0,1.8,194.1,0.2,21.9,267.6,127.6,0,,
queso-ricotta-semidescremada,AOA MAG,Queso Ricotta semidescremada,55,gramos,55,55,76,6.3,4.3,2.8,2.7,1.3,0.1,16.9,0.2,0,57.8,0,7.2,149,0.2,68.8,68.8,100.2,0,,
queso-tipo-americano-lala-light,AOA MAG,Queso Tipo Americano Lala Light,30,gramos,30,30,63,5,3.8,1.7,,,,,,,,0,,,,,480,,0,,
requeson-promedio,AOA MAG,Requesón promedio,3.5,cda,42,42,76,6.3,5,1.3,2.6,0.8,0.1,10.5,,,,0,3.8,38.6,0.2,22.7,163.8,,0,,
sabritas-chicharron-de-cerdo,AOA MAG,Sabritas chicharrón de cerdo,0.5,bolsa,15,15,83,8.5,5.5,0,2.3,2.3,0.5,12.5,0,0,0,0,,0,0,,260,,0,,
salami-de-pavo,AOA MAG,Salami de pavo,6,reb,42,42,72,8.1,3.9,0.7,1.2,1.3,1,31.9,0.5,0,0.8,0,4.2,16.8,0.5,90.7,421.7,111.7,0,,
salchicha-de-pavo,AOA MAG,Salchicha de pavo,1,pieza,61,61,120,14.6,6.4,1,1.4,1.8,1.7,56.4,0,0,6.7,0.4,3.7,13.5,0.9,182.5,407.3,123.7,0,,
salchicha-vegetariana,AOA MAG,Salchicha vegetariana,1,pieza,25,25,64,4.6,4.5,2.5,0.7,1.1,2.3,0,0,0.7,0,0,6.5,15.8,0.9,57.8,222,56.3,0,,
salmon-en-aceite,AOA MAG,Salmón en aceite,35,gramos,35,35,71,7.6,4.9,0,1.4,1.9,1.3,28,0,0,6.3,0,9.1,27.7,0.3,44.1,165.6,0,0,,
sardinas-en-aceite,AOA MAG,Sardinas en aceite,3,pieza,36,36,75,8.9,4.1,0,0.6,1.4,1.9,51.1,0,0,11.5,0,4.3,137.5,1.1,142.9,181.8,176.4,0,,
sardinas-en-tomate,AOA MAG,Sardinas en tomate,1,pieza,38,38,71,7.9,4,0.3,1,1.8,0.8,23.2,0.2,0,12.2,0.4,9.1,91.2,0.9,129.6,157.3,139.1,0,,
sesos-de-cerdo-cocidos,AOA MAG,Sesos de cerdo cocidos,50,gramos,50,50,69,6.1,4.8,0,1.1,0.9,0.8,1276,0,0,0,7,2,4.5,0.9,97.5,45.5,110,0,,
sesos-de-cordero-cocidos,AOA MAG,Sesos de cordero cocidos,50,gramos,50,50,73,6.3,5.1,0,1.3,0.9,0.5,1021,0,0,0,6,25,6,0.8,102.5,67,168.5,0,,
