platillo,tiempo,tipo,banda,sabor,mult_max,alimento,nombre_visible,gramos,max_g,rol,seccion,nota,image_filename
Huevo a la Mexicana,Desayuno,suelto,ligero,salado,,Huevo entero fresco,Huevo,88,300,principal,plato,,huevo-a-la-mexicana.jpg
Huevo a la Mexicana,Desayuno,suelto,ligero,salado,,Pan de caja,Pan de caja,27,81,principal,plato,,huevo-a-la-mexicana.jpg
Huevo a la Mexicana,Desayuno,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,huevo-a-la-mexicana.jpg
Huevo a la Mexicana,Desayuno,suelto,ligero,salado,,Verduras mixtas,"Verduras (jitomate, cebolla, chile)",60,,guarnicion,plato,PENDIENTE crear Verduras mixtas ~30kcal/100g,huevo-a-la-mexicana.jpg
Huevo a la Mexicana,Desayuno,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,cuenta cero - solo receta,huevo-a-la-mexicana.jpg
Omelette de Champiñones y Espinacas,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo,132,300,principal,plato,,omelette-de-champinones-y-espinacas.jpg
Omelette de Champiñones y Espinacas,Desayuno,suelto,medio,salado,,Queso fresco de cabra,Queso fresco de cabra,30,160,principal,plato,,omelette-de-champinones-y-espinacas.jpg
Omelette de Champiñones y Espinacas,Desayuno,suelto,medio,salado,,Pan de caja,Pan de caja,27,81,principal,plato,,omelette-de-champinones-y-espinacas.jpg
Omelette de Champiñones y Espinacas,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (champiñón, espinaca)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas ~30kcal/100g,omelette-de-champinones-y-espinacas.jpg
Omelette de Champiñones y Espinacas,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,cuenta cero - solo receta,omelette-de-champinones-y-espinacas.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Pan de caja,Pan tostado,27,81,principal,plato,,toast-de-aguacate-y-requeson.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,toast-de-aguacate-y-requeson.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Requesón promedio,Requesón,36,60,principal,plato,,toast-de-aguacate-y-requeson.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Miel,Miel,7,7,fijo,plato,,toast-de-aguacate-y-requeson.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo (Libres en energia),toast-de-aguacate-y-requeson.jpg
Toast de Aguacate y Requesón,Desayuno,suelto,ligero,neutral,,Huevo entero fresco,Huevo,88,300,principal,acompañamiento,,toast-de-aguacate-y-requeson.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Totopos horneados,30,52,principal,plato,,chilaquiles-verdes.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo,88,300,principal,plato,,chilaquiles-verdes.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Queso fresco,Queso fresco,30,60,principal,plato,,chilaquiles-verdes.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,31,94,principal,acompañamiento,,chilaquiles-verdes.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Salsa verde,Salsa verde,90,,sub-receta,plato,NO ESCALA - ver sub-receta Salsa verde,chilaquiles-verdes.jpg
Chilaquiles Verdes,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,cuenta cero - solo receta,chilaquiles-verdes.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Machaca,Machaca de res,40,60,principal,plato,,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Huevo entero fresco,Huevo,88,300,principal,plato,,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,plato,,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Verduras mixtas,"Verduras (nopal, jitomate, cebolla, chile)",90,,guarnicion,plato,PENDIENTE crear Verduras mixtas,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Sal,Pizca de sal,1,,condimento,plato,,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,machaca-con-huevo.jpg
Machaca con Huevo,Desayuno,suelto,denso,salado,,Naranja,Naranja,76,220,principal,acompañamiento,,machaca-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Pan de caja,Pan de caja,54,81,principal,plato,,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Frijol molido,Frijoles machacados,80,250,principal,plato,,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Huevo entero fresco,Huevo,88,300,principal,plato,,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Queso Oaxaca,Queso Oaxaca gratinado,30,60,principal,plato,,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Pico de gallo,Pico de gallo,60,,sub-receta,plato,NO ESCALA - ver sub-receta Pico de gallo,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Sal,Pizca de sal,1,,condimento,plato,,molletes-con-huevo.jpg
Molletes con Huevo,Desayuno,suelto,denso,salado,,Limón,Limón,1,,condimento,plato,,molletes-con-huevo.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Avena cocida,Avena cocida,219,400,principal,plato,BLOQUE proporcion 1:1 con leche,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE proporcion 1:1 con avena,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Manzana,Manzana,106,220,principal,acompañamiento,,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Nuez,Nueces,15,30,principal,acompañamiento,,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,acompañamiento,,avena-con-manzana-y-canela.jpg
Avena con Manzana y Canela,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,88,300,principal,acompañamiento,,avena-con-manzana-y-canela.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Bagel,Bagel,73,135,principal,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Salmón ahumado,Salmón ahumado,50,150,principal,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Queso crema light,Queso crema light,30,45,principal,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (tomate, pepino)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Limón,Limón,1,,condimento,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Eneldo,Eneldo,2,,condimento,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Moras,Moras,70,150,principal,acompañamiento,,bagel-con-salmon-ahumado.jpg
Bagel con Salmón Ahumado,Desayuno,suelto,medio,salado,,Fresa rebanada,Fresas,80,250,principal,acompañamiento,,bagel-con-salmon-ahumado.jpg
Quesadillas de Panela con Champiñones,Desayuno,suelto,ligero,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,quesadillas-de-panela-con-champinones.jpg
Quesadillas de Panela con Champiñones,Desayuno,suelto,ligero,salado,,Queso Panela,Queso panela,40,60,principal,plato,,quesadillas-de-panela-con-champinones.jpg
Quesadillas de Panela con Champiñones,Desayuno,suelto,ligero,salado,,Verduras mixtas,"Verduras (champiñón, espinaca)",90,,guarnicion,plato,PENDIENTE crear Verduras mixtas,quesadillas-de-panela-con-champinones.jpg
Quesadillas de Panela con Champiñones,Desayuno,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,quesadillas-de-panela-con-champinones.jpg
Quesadillas de Panela con Champiñones,Desayuno,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,quesadillas-de-panela-con-champinones.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Pan de caja,Pan tostado,54,81,principal,plato,,toast-de-hummus-con-huevo.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Hummus,Hummus,45,60,principal,plato,,toast-de-hummus-con-huevo.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (pepino, tomate)",80,,guarnicion,plato,PENDIENTE crear Verduras mixtas,toast-de-hummus-con-huevo.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo,toast-de-hummus-con-huevo.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,toast-de-hummus-con-huevo.jpg
Toast de Hummus con Huevo,Desayuno,suelto,medio,salado,,Huevo entero cocido,Huevo cocido en rodajas,88,300,principal,acompañamiento,,toast-de-hummus-con-huevo.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Bagel,Bagel,73,135,principal,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo revuelto,88,300,principal,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Tocino,Tocino,16,24,principal,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Queso crema light,Queso crema light,30,45,principal,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Bagel de Huevo Tocino y Queso Crema,Desayuno,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,bagel-de-huevo-tocino-y-queso-crema.jpg
Tostada de Frijol con Huevo,Desayuno,suelto,medio,salado,,Tostada de maíz horneada,Tostada horneada,30,52,principal,plato,,tostada-de-frijol-con-huevo.jpg
Tostada de Frijol con Huevo,Desayuno,suelto,medio,salado,,Frijol molido,Frijoles machacados,90,250,principal,plato,,tostada-de-frijol-con-huevo.jpg
Tostada de Frijol con Huevo,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo revuelto,88,300,principal,plato,,tostada-de-frijol-con-huevo.jpg
Tostada de Frijol con Huevo,Desayuno,suelto,medio,salado,,Salsa roja,Salsa roja,60,,sub-receta,plato,NO ESCALA - ver sub-receta Salsa roja,tostada-de-frijol-con-huevo.jpg
Tostada de Frijol con Huevo,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,tostada-de-frijol-con-huevo.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Pan de caja,Pan,54,81,principal,plato,BLOQUE - pan remojado en huevo y leche,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,60,350,principal,plato,BLOQUE,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,plato,,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,plato,,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Huevo estrellado,Huevo estrellado,92,300,principal,acompañamiento,,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Moras,Moras,50,150,principal,acompañamiento,,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Fresa rebanada,Fresas,50,250,principal,acompañamiento,,french-toast.jpg
French Toast,Desayuno,bloque,medio,dulce,1.5,Arándano fresco,Arándanos,40,120,principal,acompañamiento,,french-toast.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Pan de caja,Pan tostado,54,81,principal,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Requesón promedio,Requesón,30,60,principal,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Pechuga de pavo,Jamón de pechuga de pavo,42,180,principal,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Queso Mozzarella semidescremado,Queso mozzarella,30,120,principal,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Arúgula,Arúgula,20,,guarnicion,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo,toast-de-pavo-y-queso-gratinado.jpg
Toast de Pavo y Queso Gratinado,Desayuno,suelto,medio,salado,,Orégano,Orégano,1,,condimento,plato,,toast-de-pavo-y-queso-gratinado.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Pan de caja,Pan tostado,54,81,principal,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Aguacate Hass,Aguacate machacado,47,94,principal,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Pechuga de pavo,Jamón de pechuga de pavo,42,180,principal,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Queso fresco de cabra,Queso fresco de cabra,30,160,principal,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Huevo estrellado,Huevo estrellado,46,300,principal,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Verduras mixtas,Verduras (jitomate),40,,guarnicion,plato,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,120,300,principal,acompañamiento,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Plátano,Plátano,54,180,principal,acompañamiento,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Toast de Aguacate Pavo y Huevo con Parfait,Desayuno,suelto,denso,salado,,Arándano fresco,Arándanos,40,120,principal,acompañamiento,,toast-de-aguacate-pavo-y-huevo-con-parfait.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Harina de avena,Harina de avena,45,100,principal,plato,BLOQUE - masa proporcion sagrada,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,30,350,principal,plato,BLOQUE,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,120,300,principal,plato,BLOQUE,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,plato,,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Plátano,Plátano,54,180,principal,acompañamiento,,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Arándano fresco,Arándanos,40,120,principal,acompañamiento,,hot-cakes-de-avena.jpg
Hot Cakes de Avena,Desayuno,bloque,medio,dulce,1.5,Mantequilla de cacahuate,Crema de cacahuate,12,24,fijo,acompañamiento,,hot-cakes-de-avena.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo revuelto,132,300,principal,plato,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Pan de caja,Pan tostado,27,81,principal,acompañamiento,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Mantequilla de cacahuate,Crema de cacahuate,16,24,fijo,acompañamiento,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Frambuesa,Frambuesas,40,120,principal,acompañamiento,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Huevo Revuelto con Toast de Cacahuate y Aguacate,Desayuno,suelto,medio,salado,,Arándano fresco,Arándanos,40,120,principal,acompañamiento,,huevo-revuelto-con-toast-de-cacahuate-y-aguacate.jpg
Sándwich de Jamón y Queso con Huevo,Desayuno,suelto,denso,salado,,Pan de caja,Pan tostado,54,81,principal,plato,,sandwich-de-jamon-y-queso-con-huevo.jpg
Sándwich de Jamón y Queso con Huevo,Desayuno,suelto,denso,salado,,Pechuga de pavo,Jamón de pechuga de pavo,42,180,principal,plato,,sandwich-de-jamon-y-queso-con-huevo.jpg
Sándwich de Jamón y Queso con Huevo,Desayuno,suelto,denso,salado,,Queso Mozzarella semidescremado,Queso mozzarella,30,120,principal,plato,,sandwich-de-jamon-y-queso-con-huevo.jpg
Sándwich de Jamón y Queso con Huevo,Desayuno,suelto,denso,salado,,Huevo entero fresco,Huevo revuelto,132,300,principal,acompañamiento,,sandwich-de-jamon-y-queso-con-huevo.jpg
Sándwich de Jamón y Queso con Huevo,Desayuno,suelto,denso,salado,,Durazno amarillo,Durazno,76,200,principal,acompañamiento,,sandwich-de-jamon-y-queso-con-huevo.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,120,350,principal,plato,,pollo-deshebrado-con-alubias.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Alubia cocida (chica o grande),Alubias (frijol blanco),120,250,principal,plato,,pollo-deshebrado-con-alubias.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,plato,,pollo-deshebrado-con-alubias.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Verduras mixtas,"Verduras (jitomate, cebolla, chile)",70,,guarnicion,plato,PENDIENTE crear Verduras mixtas,pollo-deshebrado-con-alubias.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Limón,Limón,1,,condimento,plato,,pollo-deshebrado-con-alubias.jpg
Pollo Deshebrado con Alubias,Desayuno,suelto,denso,salado,,Sal,Pizca de sal,1,,condimento,plato,,pollo-deshebrado-con-alubias.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Tortilla de harina integral,Tortilla de harina integral,56,168,principal,plato,,wrap-de-huevo-con-verduras.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Huevo entero fresco,Huevo revuelto,132,300,principal,plato,,wrap-de-huevo-con-verduras.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,wrap-de-huevo-con-verduras.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Verduras mixtas,"Verduras (espinaca, pimiento, cebolla morada)",90,,guarnicion,plato,PENDIENTE crear Verduras mixtas,wrap-de-huevo-con-verduras.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear en catalogo,wrap-de-huevo-con-verduras.jpg
Wrap de Huevo con Verduras,Desayuno,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,wrap-de-huevo-con-verduras.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Avena en hojuelas,Avena,40,120,principal,plato,BLOQUE avena remojada,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,60,350,principal,plato,BLOQUE,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,60,300,principal,plato,BLOQUE,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Chía,Chía,12,18,fijo,plato,,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Canela en polvo,Canela en polvo,2,,condimento,plato,,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Durazno amarillo,Durazno,76,200,principal,acompañamiento,,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Almendra,Almendras picadas,12,24,fijo,acompañamiento,,overnight-oats.jpg
Overnight Oats,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,overnight-oats.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,Mango Ataúlfo,Mango,120,200,principal,plato,,smoothie-de-mango.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,150,300,principal,plato,,smoothie-de-mango.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,Leche descremada,Leche,120,350,principal,plato,,smoothie-de-mango.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,Avena en hojuelas,Avena,40,120,principal,plato,,smoothie-de-mango.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,Plátano,Plátano,60,180,principal,plato,,smoothie-de-mango.jpg
Smoothie de Mango,Desayuno,suelto,medio,dulce,,Mantequilla de cacahuate,Crema de cacahuate,12,24,fijo,plato,,smoothie-de-mango.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Harina de avena,Harina de avena,50,100,principal,plato,BLOQUE masa,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,40,350,principal,plato,BLOQUE,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,60,300,principal,plato,BLOQUE,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Fresa rebanada,Fresas,80,250,principal,acompañamiento,,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Plátano,Plátano,54,180,principal,acompañamiento,,waffles-caseros-con-fruta-y-miel.jpg
Waffles Caseros con Fruta y Miel,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,waffles-caseros-con-fruta-y-miel.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Harina de avena,Harina de avena,45,100,principal,plato,BLOQUE masa,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Cocoa en polvo,Cacao en polvo,10,15,principal,plato,BLOQUE,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Leche descremada,Leche,40,350,principal,plato,BLOQUE,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,120,300,principal,plato,BLOQUE,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Vainilla,Vainilla,5,,condimento,plato,,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Plátano,Plátano,54,180,principal,acompañamiento,,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Cacao nibs,Cacao nibs,8,15,fijo,acompañamiento,PENDIENTE crear en catalogo,hot-cakes-de-chocolate.jpg
Hot Cakes de Chocolate,Desayuno,bloque,medio,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,hot-cakes-de-chocolate.jpg
Chia Pudding con Fresa,Desayuno,bloque,ligero,dulce,1.5,Chía,Chía,24,25,principal,plato,BLOQUE chia hidratada,chia-pudding-con-fresa.jpg
