platillo,tiempo,tipo,banda,sabor,mult_max,alimento,nombre_visible,gramos,max_g,rol,seccion,nota,image_filename
Asado de Res,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,asado-de-res.jpg
Asado de Res,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (lechuga, zanahoria, pepino, cebolla curtida, jitomate, cebolla)",230,,guarnicion,plato,PENDIENTE crear Verduras mixtas,asado-de-res.jpg
Asado de Res,Comida,suelto,medio,salado,,Queso fresco de cabra,Queso fresco de cabra,40,160,principal,plato,,asado-de-res.jpg
Asado de Res,Comida,suelto,medio,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,asado-de-res.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Filete de salmón,Salmón a la plancha,160,300,principal,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Puré de camote,Puré de camote,180,350,principal,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Verduras mixtas,"Verduras (espárragos, brócoli)",160,,guarnicion,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Aceite de oliva,Aceite de oliva,5,,fijo,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Limón,Limón,10,,condimento,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Chile cayena en polvo,Chile cayena en polvo,1,,condimento,plato,PENDIENTE crear,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Sal,Pizca de sal,1,,condimento,plato,,salmon-con-pure-de-camote.jpg
Salmón con Puré de Camote,Comida,suelto,medio,salado,,Pimienta,Pimienta,1,,condimento,plato,,salmon-con-pure-de-camote.jpg
Tostadas de Panela,Cena,suelto,ligero,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,plato,,tostadas-de-panela.jpg
Tostadas de Panela,Cena,suelto,ligero,salado,,Frijol molido,Frijoles molidos,100,250,principal,plato,,tostadas-de-panela.jpg
Tostadas de Panela,Cena,suelto,ligero,salado,,Queso Panela,Queso panela asado,80,120,principal,plato,,tostadas-de-panela.jpg
Tostadas de Panela,Cena,suelto,ligero,salado,,Pico de gallo,Pico de gallo,60,,sub-receta,plato,,tostadas-de-panela.jpg
Tostadas de Panela,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,tostadas-de-panela.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Pan pita,Pan pita,60,135,principal,plato,,pizza-de-pan-pita.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Puré de jitomate,Salsa de tomate,40,200,principal,plato,,pizza-de-pan-pita.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Queso Mozzarella semidescremado,Queso mozzarella,50,70,principal,plato,,pizza-de-pan-pita.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Pechuga de pavo,Jamón de pechuga de pavo,63,180,principal,plato,,pizza-de-pan-pita.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (champiñones, pimiento)",70,,guarnicion,plato,,pizza-de-pan-pita.jpg
Pizza de Pan Pita,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,pizza-de-pan-pita.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Queso Panela,Queso panela en cubos,120,160,principal,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (pepino, cebolla morada)",110,,guarnicion,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Chile serrano,Chile serrano,8,,condimento,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Limón,Limón,20,,condimento,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,ceviche-de-panela.jpg
Ceviche de Panela,Cena,suelto,ligero,salado,,Tostada de maíz horneada,Tostadas horneadas,40,52,principal,acompañamiento,,ceviche-de-panela.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Pan Thin,Pan thin,42,84,principal,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Molida de sirloin,Carne molida magra,120,300,principal,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Queso fresco de cabra,Queso fresco de cabra,40,160,principal,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (lechuga, jitomate, cebolla morada)",90,,guarnicion,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,burger-fit-con-pan-thins.jpg
Burger Fit con Pan Thins,Cena,suelto,ligero,salado,,Pimienta,Pimienta,1,,condimento,plato,,burger-fit-con-pan-thins.jpg
Tostaditas de Tinga de Atún,Cena,suelto,ligero,salado,,Tostada de maíz horneada,Tostaditas horneadas,40,52,principal,plato,,tostaditas-de-tinga-de-atun.jpg
Tostaditas de Tinga de Atún,Cena,suelto,ligero,salado,,Atún en agua drenado,Atún,100,200,principal,plato,,tostaditas-de-tinga-de-atun.jpg
Tostaditas de Tinga de Atún,Cena,suelto,ligero,salado,,Salsa Tinga,Salsa tinga,60,,sub-receta,plato,,tostaditas-de-tinga-de-atun.jpg
Tostaditas de Tinga de Atún,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (lechuga, cebolla)",45,,guarnicion,plato,,tostaditas-de-tinga-de-atun.jpg
Tostaditas de Tinga de Atún,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,tostaditas-de-tinga-de-atun.jpg
Bowl de Pollo Camote y Guacamole,Cena,suelto,ligero,salado,,Pechuga de pollo sin piel a la plancha,Pollo a la plancha,140,350,principal,plato,,bowl-de-pollo-camote-y-guacamole.jpg
Bowl de Pollo Camote y Guacamole,Cena,suelto,ligero,salado,,Camote al horno,Camote al horno,130,350,principal,plato,,bowl-de-pollo-camote-y-guacamole.jpg
Bowl de Pollo Camote y Guacamole,Cena,suelto,ligero,salado,,Verduras mixtas,Verduras (espinacas),40,,guarnicion,plato,,bowl-de-pollo-camote-y-guacamole.jpg
Bowl de Pollo Camote y Guacamole,Cena,suelto,ligero,salado,,Guacamole,Guacamole,90,,sub-receta,plato,,bowl-de-pollo-camote-y-guacamole.jpg
Bowl de Pollo Camote y Guacamole,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,bowl-de-pollo-camote-y-guacamole.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego natural,180,300,principal,plato,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Frambuesa,Frambuesa,50,120,principal,plato,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Zarzamora,Zarzamora,50,120,principal,plato,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Arándano fresco,Arándanos,40,120,principal,plato,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Granola estándar,Granola,20,45,principal,acompañamiento,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Almendra,Almendras,12,20,fijo,acompañamiento,,yogurt-con-frutos-rojos-y-almendras.jpg
Yogurt con Frutos Rojos y Almendras,Cena,suelto,ligero,dulce,,Miel,Miel,7,7,fijo,plato,,yogurt-con-frutos-rojos-y-almendras.jpg
"Toast de Guacamole, Jamón y Queso de Cabra",Cena,suelto,ligero,salado,,Pan de caja integral,Pan tostado integral,50,75,principal,plato,,toast-de-guacamole-jamon-y-queso-de-cabra.jpg
"Toast de Guacamole, Jamón y Queso de Cabra",Cena,suelto,ligero,salado,,Guacamole,Guacamole,80,,sub-receta,plato,,toast-de-guacamole-jamon-y-queso-de-cabra.jpg
"Toast de Guacamole, Jamón y Queso de Cabra",Cena,suelto,ligero,salado,,Pechuga de pavo,Jamón de pechuga de pavo,63,180,principal,plato,,toast-de-guacamole-jamon-y-queso-de-cabra.jpg
"Toast de Guacamole, Jamón y Queso de Cabra",Cena,suelto,ligero,salado,,Queso fresco de cabra,Queso fresco de cabra,60,160,principal,plato,,toast-de-guacamole-jamon-y-queso-de-cabra.jpg
"Toast de Guacamole, Jamón y Queso de Cabra",Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,toast-de-guacamole-jamon-y-queso-de-cabra.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Avena en hojuelas,Avena,80,120,principal,plato,BLOQUE masa,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE menos leche,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Canela en polvo,Canela,1,,condimento,plato,,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Plátano,Plátano,80,180,principal,acompañamiento,,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Mantequilla de cacahuate,Crema de cacahuate,20,30,fijo,acompañamiento,,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas Dulces de Plátano y Cacahuate,Cena,bloque,ligero,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,crepas-dulces-de-platano-y-cacahuate.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Avena en hojuelas,Avena,80,120,principal,plato,BLOQUE masa verde,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Espinaca cruda,Espinaca (para la masa verde),60,150,principal,plato,BLOQUE licuada en masa,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Sal,Pizca de sal,1,,condimento,plato,,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Pechuga de pollo deshuesada sin piel,Pollo deshebrado,120,350,principal,acompañamiento,,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Queso Mozzarella semidescremado,Queso mozzarella,40,120,principal,acompañamiento,,crepas-de-espinaca-con-pollo.jpg
Crepas de Espinaca con Pollo,Cena,bloque,ligero,salado,1.5,Verduras mixtas,Verduras (champiñones),50,,guarnicion,acompañamiento,,crepas-de-espinaca-con-pollo.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Avena en hojuelas,Avena,80,120,principal,plato,BLOQUE masa,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Leche descremada,Leche,245,350,principal,plato,BLOQUE,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Sal,Pizca de sal,1,,condimento,plato,,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Pechuga de pavo,Jamón de pechuga de pavo,63,180,principal,acompañamiento,,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Queso Mozzarella semidescremado,Queso mozzarella,40,120,principal,acompañamiento,,crepas-de-champinon-queso-y-jamon.jpg
Crepas de Champiñón Queso y Jamón,Cena,bloque,ligero,salado,1.5,Verduras mixtas,Verduras (champiñones),70,,guarnicion,acompañamiento,,crepas-de-champinon-queso-y-jamon.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Harina de avena,Harina de avena,45,100,principal,plato,BLOQUE tu receta,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Zanahoria rallada cruda,Zanahoria (en la masa),60,150,principal,plato,BLOQUE,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Huevo entero fresco,Huevo,44,300,principal,plato,BLOQUE,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego,120,300,principal,plato,BLOQUE,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Leche descremada,Leche,30,350,principal,plato,BLOQUE poca leche,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Canela en polvo,Canela,2,,condimento,plato,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego (topping),60,300,principal,acompañamiento,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Mantequilla de cacahuate,Crema de cacahuate,15,24,fijo,acompañamiento,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Zanahoria rallada cruda,Zanahoria rallada (topping),20,,guarnicion,acompañamiento,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Nuez,Nueces,15,24,fijo,acompañamiento,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Zanahoria,Cena,bloque,ligero,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,hot-cakes-de-zanahoria.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Avena en hojuelas,Avena,60,120,principal,plato,BLOQUE masa,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Camote cocido,Camote cocido,100,350,principal,plato,BLOQUE,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Huevo entero fresco,Huevo,88,300,principal,plato,BLOQUE,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Leche descremada,Leche,50,350,principal,plato,BLOQUE poca leche,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Canela en polvo,Canela,2,,condimento,plato,,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Nuez,Nueces,15,24,fijo,acompañamiento,,hot-cakes-de-camote.jpg
Hot Cakes de Camote,Cena,bloque,ligero,dulce,1.5,Miel,Miel,7,7,fijo,acompañamiento,,hot-cakes-de-camote.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Avena en hojuelas,Avena,50,120,principal,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Leche descremada,Leche,120,350,principal,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego,90,300,principal,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Zanahoria rallada cruda,Zanahoria,40,150,principal,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Chía,Chía,8,12,fijo,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Canela en polvo,Canela,2,,condimento,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Nuez,Nueces,12,24,fijo,acompañamiento,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Pasas,Pasas,15,20,fijo,acompañamiento,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Zanahoria,Cena,suelto,ligero,dulce,,Miel,Miel,7,7,fijo,plato,,overnight-oats-de-zanahoria.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Avena en hojuelas,Avena,50,120,principal,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Leche descremada,Leche,120,350,principal,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego,90,300,principal,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Mango picado,Mango,80,200,principal,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Coco rallado,Coco rallado,9,15,fijo,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Chía,Chía,8,12,fijo,plato,,overnight-oats-de-mango-y-coco.jpg
Overnight Oats de Mango y Coco,Cena,suelto,ligero,dulce,,Miel,Miel,7,7,fijo,plato,,overnight-oats-de-mango-y-coco.jpg
Toast de Frijol Huevo y Aguacate,Cena,suelto,ligero,salado,,Pan de caja integral,Pan tostado integral,50,75,principal,plato,,toast-de-frijol-huevo-y-aguacate.jpg
Toast de Frijol Huevo y Aguacate,Cena,suelto,ligero,salado,,Frijol molido,Frijoles molidos,80,250,principal,plato,,toast-de-frijol-huevo-y-aguacate.jpg
Toast de Frijol Huevo y Aguacate,Cena,suelto,ligero,salado,,Huevo entero fresco,Huevo estrellado,88,300,principal,plato,,toast-de-frijol-huevo-y-aguacate.jpg
Toast de Frijol Huevo y Aguacate,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,plato,,toast-de-frijol-huevo-y-aguacate.jpg
Toast de Frijol Huevo y Aguacate,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,toast-de-frijol-huevo-y-aguacate.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Bistec de res,Carne asada,150,300,principal,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Guacamole,Guacamole,80,,sub-receta,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Verduras mixtas,Verduras (cebolla),20,,guarnicion,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Limón,Limón,5,,condimento,plato,,tacos-de-carne-asada.jpg
Tacos de Carne Asada,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,tacos-de-carne-asada.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Atún fresco,Medallón de atún,150,300,principal,plato,,tacos-de-medallon-de-atun.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Tortilla de maíz,Tortilla de maíz,90,180,principal,plato,,tacos-de-medallon-de-atun.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Guacamole,Guacamole,80,,sub-receta,plato,,tacos-de-medallon-de-atun.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (lechuga, pepino)",80,,guarnicion,plato,,tacos-de-medallon-de-atun.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Limón,Limón,5,,condimento,plato,,tacos-de-medallon-de-atun.jpg
Tacos de Medallón de Atún,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,tacos-de-medallon-de-atun.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Frijol promedio cocido,Frijoles de la olla,180,300,principal,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Nopal cocido,Nopales,120,,guarnicion,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Queso fresco,Queso fresco,60,90,principal,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Verduras mixtas,Verduras (cebolla),20,,guarnicion,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Cilantro picado crudo,Cilantro,5,,condimento,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Frijoles en Caldo con Nopales y Queso Fresco,Cena,suelto,ligero,salado,,Tortilla de maíz,Tortilla de maíz,60,180,principal,acompañamiento,,frijoles-en-caldo-con-nopales-y-queso-fresco.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Atún en agua drenado,Atún,120,200,principal,plato,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Papa cocida,Papa molida,120,400,principal,plato,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Huevo entero fresco,Huevo,44,,fijo,plato,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Queso Mozzarella semidescremado,Queso mozzarella,40,120,principal,plato,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Sal,Pizca de sal,1,,condimento,plato,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Verduras mixtas,"Verduras (lechuga, jitomate, zanahoria, cebolla)",135,,guarnicion,acompañamiento,PENDIENTE crear Verduras mixtas,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Aguacate Hass,Aguacate,47,94,principal,acompañamiento,,tortitas-de-atun-y-papa.jpg
Tortitas de Atún y Papa,Cena,suelto,ligero,salado,,Limón,Limón,5,,condimento,acompañamiento,,tortitas-de-atun-y-papa.jpg
Mango Picado,Snack,suelto,ligero,dulce,,Mango picado,Mango picado,150,200,principal,plato,,mango-picado.jpg
Rodajas de Piña,Snack,suelto,ligero,dulce,,Piña picada,Piña en rodajas,150,200,principal,plato,,rodajas-de-pina.jpg
Fresas,Snack,suelto,ligero,dulce,,Fresa rebanada,Fresas,150,250,principal,plato,,fresas.jpg
Kiwi,Snack,suelto,ligero,dulce,,Kiwi,Kiwi,120,180,principal,plato,,kiwi.jpg
Manzana,Snack,suelto,ligero,dulce,,Manzana,Manzana,150,220,principal,plato,,manzana.jpg
Sandía,Snack,suelto,ligero,dulce,,Sandía picada,Sandía,200,300,principal,plato,,sandia.jpg
Melón,Snack,suelto,ligero,dulce,,Melón,Melón,180,250,principal,plato,,melon.jpg
Papaya,Snack,suelto,ligero,dulce,,Papaya picada,Papaya,180,250,principal,plato,,papaya.jpg
Uvas,Snack,suelto,ligero,dulce,,Uva,Uvas,100,150,principal,plato,,uvas.jpg
Durazno,Snack,suelto,ligero,dulce,,Durazno amarillo,Durazno,150,200,principal,plato,,durazno.jpg
Toronja,Snack,suelto,ligero,dulce,,Toronja,Toronja,160,250,principal,plato,,toronja.jpg
Mandarina,Snack,suelto,ligero,dulce,,Mandarina,Mandarina,130,180,principal,plato,,mandarina.jpg
Plátano,Snack,suelto,ligero,dulce,,Plátano,Plátano,120,180,principal,plato,,platano.jpg
Pera,Snack,suelto,ligero,dulce,,Pera,Pera,150,220,principal,plato,,pera.jpg
Ciruela,Snack,suelto,ligero,dulce,,Ciruela negra,Ciruela,130,180,principal,plato,,ciruela.jpg
Pepino con Limón y Chile,Snack,suelto,ligero,salado,,Pepino con cáscara rebanado,Pepino,150,200,principal,plato,con limón y chile,pepino-con-limon-y-chile.jpg
Jícama con Limón y Chile,Snack,suelto,ligero,salado,,Jícama picada,Jícama,150,200,principal,plato,con limón y chile,jicama-con-limon-y-chile.jpg
Bastones de Zanahoria,Snack,suelto,ligero,salado,,Zanahoria rallada cruda,Zanahoria en bastones,120,150,principal,plato,,bastones-de-zanahoria.jpg
Apio,Snack,suelto,ligero,salado,,Apio crudo,Apio,120,150,principal,plato,,apio.jpg
Puñado de Cacahuates,Snack,suelto,denso,salado,,Cacahuate,Cacahuates,30,40,principal,plato,,punado-de-cacahuates.jpg
Puñado de Nueces,Snack,suelto,denso,dulce,,Nuez,Nueces,25,35,principal,plato,,punado-de-nueces.jpg
Puñado de Almendras,Snack,suelto,denso,dulce,,Almendra,Almendras,25,35,principal,plato,,punado-de-almendras.jpg
Pistaches,Snack,suelto,denso,salado,,Pistache,Pistaches,25,35,principal,plato,,pistaches.jpg
Yogurt Griego,Snack,suelto,medio,dulce,,"Yoghurt Oikos estilo griego sabor natural, sin azúcar y sin endulzar",Yogurt griego,150,300,principal,plato,,yogurt-griego.jpg
Huevo Cocido,Snack,suelto,medio,salado,,Huevo entero cocido,Huevo cocido,88,300,principal,plato,,huevo-cocido.jpg
Requesón con Fruta,Snack,suelto,medio,dulce,,Requesón promedio,Requesón,120,200,principal,plato,,requeson-con-fruta.jpg
